center_id,meal_id,week_of_year,num_orders
45853,43,2631,45,235
45854,43,2631,46,202
45855,43,2631,47,217
45856,43,2631,48,235
45857,43,2631,49,351
45858,43,2631,50,311
45859,43,2631,51,243
45860,43,2631,52,81
45861,43,2640,1,384
45862,43,2640,2,293
45863,43,2640,3,301
45864,43,2640,4,643
45865,43,2640,5,482
45866,43,2640,6,649
45867,43,2640,7,616
45868,43,2640,8,261
45869,43,2640,9,401
45870,43,2640,10,423
45871,43,2640,11,266
45872,43,2640,12,311
45873,43,2640,13,406
45874,43,2640,14,364
45875,43,2640,15,562
45876,43,2640,16,351
45877,43,2640,17,392
45878,43,2640,18,320
45879,43,2640,19,401
45880,43,2640,20,436
45881,43,2640,21,356
45882,43,2640,22,328
45883,43,2640,23,265
45884,43,2640,24,257
45885,43,2640,25,220
45886,43,2640,26,256
45887,43,2640,27,337
45888,43,2640,28,229
45889,43,2640,29,302
45890,43,2640,30,265
45891,43,2640,31,256
45892,43,2640,32,306
45893,43,2640,33,292
45894,43,2640,34,670
45895,43,2640,35,580
45896,43,2640,36,670
45897,43,2640,37,311
45898,43,2640,38,301
45899,43,2640,39,319
45900,43,2640,40,328
45901,43,2640,41,356
45902,43,2640,42,225
45903,43,2640,43,304
45904,43,2640,44,244
45905,43,2640,45,317
45906,43,2640,46,351
45907,43,2640,47,304
45908,43,2640,48,364
45909,43,2640,49,384
45910,43,2640,50,418
45911,43,2640,51,431
45912,43,2640,52,432
45913,43,2664,1,790
45914,43,2664,2,857
45915,43,2664,3,932
45916,43,2664,4,755
45917,43,2664,5,1492
45918,43,2664,6,1762
45919,43,2664,7,824
45920,43,2664,8,757
45921,43,2664,9,845
45922,43,2664,10,911
45923,43,2664,11,1135
45924,43,2664,12,1464
45925,43,2664,13,1856
45926,43,2664,14,891
45927,43,2664,15,877
45928,43,2664,16,749
45929,43,2664,17,789
45930,43,2664,18,841
45931,43,2664,19,545
45932,43,2664,20,860
45933,43,2664,21,761
45934,43,2664,22,783
45935,43,2664,23,982
45936,43,2664,24,738
45937,43,2664,25,590
45938,43,2664,26,445
45939,43,2664,27,562
45940,43,2664,28,779
45941,43,2664,29,315
45942,43,2664,30,432
45943,43,2664,31,1097
45944,43,2664,32,689
45945,43,2664,33,643
45946,43,2664,34,590
45947,43,2664,35,585
45948,43,2664,36,580
45949,43,2664,37,599
45950,43,2664,38,824
45951,43,2664,39,446
45952,43,2664,40,611
45953,43,2664,41,1165
45954,43,2664,42,738
45955,43,2664,43,930
45956,43,2664,44,676
45957,43,2664,45,728
45958,43,2664,46,258
45959,43,2664,47,439
45960,43,2664,48,669
45961,43,2664,49,811
45962,43,2664,50,668
45963,43,2664,51,723
45964,43,2664,52,527
45965,43,2704,1,324
45966,43,2704,2,319
45967,43,2704,3,256
45968,43,2704,4,279
45969,43,2704,5,279
45970,43,2704,6,288
45971,43,2704,7,314
45972,43,2704,8,265
45973,43,2704,9,301
45974,43,2704,10,360
45975,43,2704,11,315
45976,43,2704,12,432
45977,43,2704,13,342
45978,43,2704,14,256
45979,43,2704,15,243
45980,43,2704,16,225
45981,43,2704,17,297
45982,43,2704,18,248
45983,43,2704,19,540
45984,43,2704,20,486
45985,43,2704,21,261
45986,43,2704,22,459
45987,43,2704,23,409
45988,43,2704,24,288
45989,43,2704,25,364
45990,43,2704,26,221
45991,43,2704,27,185
45992,43,2704,28,306
45993,43,2704,29,356
45994,43,2704,30,352
45995,43,2704,31,324
45996,43,2704,32,189
45997,43,2704,33,225
45998,43,2704,34,392
45999,43,2704,35,445
46000,43,2704,36,270
46001,43,2704,37,290
46002,43,2704,38,156
46003,43,2704,39,162
46004,43,2704,40,284
46005,43,2704,41,223
46006,43,2704,42,316
46007,43,2704,43,181
46008,43,2704,44,297
46009,43,2704,45,311
46010,43,2704,46,419
46011,43,2704,47,283
46012,43,2704,48,337
46013,43,2704,49,155
46014,43,2704,50,256
46015,43,2704,51,331
46016,43,2704,52,324
46017,43,2707,1,1688
46018,43,2707,2,1539
46019,43,2707,3,1143
46020,43,2707,4,1719
46021,43,2707,5,1426
46022,43,2707,6,1364
46023,43,2707,7,1083
46024,43,2707,8,1022
46025,43,2707,9,841
46026,43,2707,10,1147
46027,43,2707,11,936
46028,43,2707,12,1183
46029,43,2707,13,1503
46030,43,2707,14,1553
46031,43,2707,15,1616
46032,43,2707,16,1710
46033,43,2707,17,1499
46034,43,2707,18,1192
46035,43,2707,19,963
46036,43,2707,20,1359
46037,43,2707,21,1800
46038,43,2707,22,1845
46039,43,2707,23,1737
46040,43,2707,24,1957
46041,43,2707,25,1346
46042,43,2707,26,1227
46043,43,2707,27,1331
46044,43,2707,28,1246
46045,43,2707,29,1193
46046,43,2707,30,1255
46047,43,2707,31,1070
46048,43,2707,32,1346
46049,43,2707,33,1170
46050,43,2707,34,1395
46051,43,2707,35,1152
46052,43,2707,36,1242
46053,43,2707,37,1381
46054,43,2707,38,1274
46055,43,2707,39,1264
46056,43,2707,40,1413
46057,43,2707,41,1565
46058,43,2707,42,1399
46059,43,2707,43,1208
46060,43,2707,44,1296
46061,43,2707,45,1532
46062,43,2707,46,952
46063,43,2707,47,1261
46064,43,2707,48,965
46065,43,2707,49,1823
46066,43,2707,50,1283
46067,43,2707,51,1080
46068,43,2707,52,574
46069,43,2760,1,269
46070,43,2760,2,131
46071,43,2760,3,157
46072,43,2760,4,199
46073,43,2760,5,274
46074,43,2760,6,180
46075,43,2760,7,225
46076,43,2760,8,153
46077,43,2760,9,265
46078,43,2760,10,282
46079,43,2760,11,194
46080,43,2760,12,162
46081,43,2760,13,248
46082,43,2760,14,243
46083,43,2760,15,1427
46084,43,2760,16,553
46085,43,2760,17,324
46086,43,2760,18,207
46087,43,2760,19,211
46088,43,2760,20,315
46089,43,2760,21,216
46090,43,2760,22,233
46091,43,2760,23,189
46092,43,2760,24,248
46093,43,2760,25,310
46094,43,2760,26,324
46095,43,2760,27,414
46096,43,2760,28,274
46097,43,2760,29,266
46098,43,2760,30,184
46099,43,2760,31,287
46100,43,2760,32,238
46101,43,2760,33,302
46102,43,2760,34,243
46103,43,2760,35,112
46104,43,2760,36,234
46105,43,2760,37,193
46106,43,2760,38,226
46107,43,2760,39,306
46108,43,2760,40,338
46109,43,2760,41,378
46110,43,2760,42,409
46111,43,2760,43,352
46112,43,2760,44,229
46113,43,2760,45,176
46114,43,2760,46,235
46115,43,2760,47,237
46116,43,2760,48,371
46117,43,2760,49,237
46118,43,2760,50,277
46119,43,2760,51,399
46120,43,2760,52,296
46121,43,2826,1,640
46122,43,2826,2,778
46123,43,2826,3,706
46124,43,2826,4,913
46125,43,2826,5,770
46126,43,2826,6,779
46127,43,2826,7,1611
46128,43,2826,8,1405
46129,43,2826,9,2232
46130,43,2826,10,913
46131,43,2826,11,1089
46132,43,2826,12,1448
46133,43,2826,13,1247
46134,43,2826,14,1072
46135,43,2826,15,747
46136,43,2826,16,689
46137,43,2826,17,643
46138,43,2826,18,1405
46139,43,2826,19,1507
46140,43,2826,20,1238
46141,43,2826,21,832
46142,43,2826,22,824
46143,43,2826,23,1009
46144,43,2826,24,1265
46145,43,2826,25,1949
46146,43,2826,26,1525
46147,43,2826,27,846
46148,43,2826,28,1062
46149,43,2826,29,958
46150,43,2826,30,634
46151,43,2826,31,873
46152,43,2826,32,764
46153,43,2826,33,859
46154,43,2826,34,797
46155,43,2826,35,760
46156,43,2826,36,793
46157,43,2826,37,675
46158,43,2826,38,643
46159,43,2826,39,625
46160,43,2826,40,859
46161,43,2826,41,676
46162,43,2826,42,666
46163,43,2826,43,797
46164,43,2826,44,1012
46165,43,2826,45,973
46166,43,2826,46,789
46167,43,2826,47,513
46168,43,2826,48,985
46169,43,2826,49,777
46170,43,2826,50,715
46171,43,2826,51,614
46172,43,2826,52,412
46173,43,2867,1,438
46174,43,2867,2,185
46175,43,2867,3,198
46176,43,2867,4,90
46177,43,2867,5,71
46178,43,2867,6,215
46179,43,2867,7,230
46180,43,2867,8,175
46181,43,2867,9,233
46182,43,2867,10,319
46183,43,2867,11,224
46184,43,2867,12,175
46185,43,2867,13,67
46186,43,2867,14,180
46187,43,2867,15,76
46188,43,2867,16,72
46189,43,2867,17,84
46190,43,2867,18,152
46191,43,2867,19,360
46192,43,2867,20,180
46193,43,2867,21,40
46194,43,2867,22,59
46195,43,2867,23,85
46196,43,2867,24,103
46197,43,2867,25,59
46198,43,2867,26,130
46199,43,2867,27,104
46200,43,2867,28,118
46201,43,2867,29,94
46202,43,2867,30,126
46203,43,2867,31,77
46204,43,2867,32,81
46205,43,2867,33,71
46206,43,2867,34,112
46207,43,2867,35,100
46208,43,2867,36,46
46209,43,2867,37,103
46210,43,2867,38,37
46211,43,2867,39,144
46212,43,2867,40,225
46213,43,2867,41,234
46214,43,2867,42,135
46215,43,2867,43,338
46216,43,2867,44,223
46217,43,2867,45,121
46218,43,2867,46,115
46219,43,2867,47,109
46220,43,2867,48,94
46221,43,2867,49,405
46222,43,2867,50,417
46223,43,2867,51,94
46224,43,2867,52,155
46225,43,2956,1,81
46226,43,2956,2,94
46227,43,2956,3,82
46228,43,2956,4,42
46229,43,2956,5,107
46230,43,2956,6,163
46231,43,2956,7,148
46232,43,2956,8,149
46233,43,2956,9,177
46234,43,2956,10,81
46235,43,2956,11,136
46236,43,2956,12,53
46237,43,2956,13,47
46238,43,2956,14,82
46239,43,2956,15,116
46240,43,2956,16,61
46241,43,2956,17,67
46242,43,2956,18,67
46243,43,2956,19,74
46244,43,2956,20,101
46245,43,2956,21,40
46246,43,2956,22,69
46247,43,2956,23,67
46248,43,2956,24,68
46249,43,2956,25,115
46250,43,2956,26,155
46251,43,2956,27,175
46252,43,2956,28,108
46253,43,2956,29,149
46254,43,2956,30,61
46255,43,2956,31,74
46256,43,2956,32,75
46257,43,2956,33,33
46258,43,2956,34,80
46259,43,2956,35,68
46260,43,2956,36,108
46261,43,2956,37,217
46262,43,2956,38,27
46263,43,2956,39,61
46264,43,2956,40,122
46265,43,2956,41,122
46266,43,2956,42,67
46267,43,2956,43,13
46268,43,2956,44,14
46269,43,2956,45,94
46270,43,2956,46,150
46271,43,2956,47,217
46272,43,2956,48,150
46273,43,2956,49,204
46274,43,2956,50,161
46275,43,2956,51,162
46276,43,2956,52,40
46277,50,1062,1,277
46278,50,1062,2,274
46279,50,1062,3,275
46280,50,1062,4,275
46281,50,1062,5,319
46282,50,1062,6,275
46283,50,1062,7,319
46284,50,1062,8,310
46285,50,1062,9,288
46286,50,1062,10,338
46287,50,1062,11,374
46288,50,1062,12,328
46289,50,1062,13,328
46290,50,1062,14,215
46291,50,1062,15,242
46292,50,1062,16,238
46293,50,1062,17,203
46294,50,1062,18,229
46295,50,1062,19,291
46296,50,1062,20,327
46297,50,1062,21,301
46298,50,1062,22,266
46299,50,1062,23,288
46300,50,1062,24,284
46301,50,1062,25,239
46302,50,1062,26,292
46303,50,1062,27,284
46304,50,1062,28,261
46305,50,1062,29,347
46306,50,1062,30,356
46307,50,1062,31,350
46308,50,1062,32,337
46309,50,1062,33,302
46310,50,1062,34,283
46311,50,1062,35,261
46312,50,1062,36,293
46313,50,1062,37,360
46314,50,1062,38,306
46315,50,1062,39,315
46316,50,1062,40,346
46317,50,1062,41,324
46318,50,1062,42,288
46319,50,1062,43,263
46320,50,1062,44,284
46321,50,1062,45,310
46322,50,1062,46,208
46323,50,1062,47,358
46324,50,1062,48,222
46325,50,1062,49,209
46326,50,1062,50,237
46327,50,1062,51,269
46328,50,1062,52,189
46329,50,1109,1,385
46330,50,1109,2,405
46331,50,1109,3,513
46332,50,1109,4,616
46333,50,1109,5,334
46334,50,1109,6,467
46335,50,1109,7,365
46336,50,1109,8,468
46337,50,1109,9,455
46338,50,1109,10,391
46339,50,1109,11,301
46340,50,1109,12,433
46341,50,1109,13,342
46342,50,1109,14,413
46343,50,1109,15,401
46344,50,1109,16,572
46345,50,1109,17,359
46346,50,1109,18,418
46347,50,1109,19,409
46348,50,1109,20,612
46349,50,1109,21,383
46350,50,1109,22,455
46351,50,1109,23,383
46352,50,1109,24,365
46353,50,1109,25,338
46354,50,1109,26,395
46355,50,1109,27,751
46356,50,1109,28,580
46357,50,1109,29,446
46358,50,1109,30,410
46359,50,1109,31,611
46360,50,1109,32,357
46361,50,1109,33,436
46362,50,1109,34,383
46363,50,1109,35,405
46364,50,1109,36,297
46365,50,1109,37,419
46366,50,1109,38,306
46367,50,1109,39,328
46368,50,1109,40,428
46369,50,1109,41,381
46370,50,1109,42,688
46371,50,1109,43,237
46372,50,1109,44,1018
46373,50,1109,45,338
46374,50,1109,46,493
46375,50,1109,47,1391
46376,50,1109,48,966
46377,50,1109,49,365
46378,50,1109,50,425
46379,50,1109,51,365
46380,50,1109,52,297
46381,50,1207,1,222
46382,50,1207,2,189
46383,50,1207,3,170
46384,50,1207,4,117
46385,50,1207,5,158
46386,50,1207,6,180
46387,50,1207,7,157
46388,50,1207,8,131
46389,50,1207,9,131
46390,50,1207,10,86
46391,50,1207,11,72
46392,50,1207,12,103
46393,50,1207,13,121
46394,50,1207,14,139
46395,50,1207,15,94
46396,50,1207,16,90
46397,50,1207,17,166
46398,50,1207,18,221
46399,50,1207,19,203
46400,50,1207,20,175
46401,50,1207,21,121
46402,50,1207,22,139
46403,50,1207,23,103
46404,50,1207,24,163
46405,50,1207,25,131
46406,50,1207,26,157
46407,50,1207,27,198
46408,50,1207,28,135
46409,50,1207,29,194
46410,50,1207,30,113
46411,50,1207,31,108
46412,50,1207,32,108
46413,50,1207,33,112
46414,50,1207,34,126
46415,50,1207,35,125
46416,50,1207,36,131
46417,50,1207,37,139
46418,50,1207,38,135
46419,50,1207,39,57
46420,50,1207,40,58
46421,50,1207,41,73
46422,50,1207,42,76
46423,50,1207,43,81
46424,50,1207,44,128
46425,50,1207,45,100
46426,50,1207,46,136
46427,50,1207,47,128
46428,50,1207,48,54
46429,50,1207,49,108
46430,50,1207,50,156
46431,50,1207,51,189
46432,50,1207,52,236
46433,50,1216,1,54
46434,50,1216,2,60
46435,50,1216,3,95
46436,50,1216,4,67
46437,50,1216,5,32
46438,50,1216,6,53
46439,50,1216,7,57
46440,50,1216,8,63
46441,50,1216,9,75
46442,50,1216,10,62
46443,50,1216,11,49
46444,50,1216,12,36
46445,50,1216,13,47
46446,50,1216,14,54
46447,50,1216,15,62
46448,50,1216,16,81
46449,50,1216,17,31
46450,50,1216,18,64
46451,50,1216,19,54
46452,50,1216,20,54
46453,50,1216,21,23
46454,50,1216,22,68
46455,50,1216,23,71
46456,50,1216,24,45
46457,50,1216,25,62
46458,50,1216,26,59
46459,50,1216,27,41
46460,50,1216,28,26
46461,50,1216,29,45
46462,50,1216,30,67
46463,50,1216,31,40
46464,50,1216,32,59
46465,50,1216,33,54
46466,50,1216,34,40
46467,50,1216,35,58
46468,50,1216,36,39
46469,50,1216,37,77
46470,50,1216,38,37
46471,50,1216,39,72
46472,50,1216,40,39
46473,50,1216,41,58
46474,50,1216,42,73
46475,50,1216,43,48
46476,50,1216,44,48
46477,50,1216,45,33
46478,50,1216,47,61
46479,50,1216,48,62
46480,50,1216,49,94
46481,50,1216,50,34
46482,50,1216,51,33
46483,50,1216,52,55
46484,50,1230,1,224
46485,50,1230,2,288
46486,50,1230,3,184
46487,50,1230,4,157
46488,50,1230,5,122
46489,50,1230,6,153
46490,50,1230,7,153
46491,50,1230,8,216
46492,50,1230,9,139
46493,50,1230,10,162
46494,50,1230,11,116
46495,50,1230,12,143
46496,50,1230,13,112
46497,50,1230,14,167
46498,50,1230,15,171
46499,50,1230,16,104
46500,50,1230,17,197
46501,50,1230,18,238
46502,50,1230,19,248
46503,50,1230,20,225
46504,50,1230,21,121
46505,50,1230,22,116
46506,50,1230,23,198
46507,50,1230,24,148
46508,50,1230,25,122
46509,50,1230,26,189
46510,50,1230,27,225
46511,50,1230,28,157
46512,50,1230,29,202
46513,50,1230,30,162
46514,50,1230,31,131
46515,50,1230,32,134
46516,50,1230,33,193
46517,50,1230,34,139
46518,50,1230,35,127
46519,50,1230,36,188
46520,50,1230,37,144
46521,50,1230,38,54
46522,50,1230,39,113
46523,50,1230,40,126
46524,50,1230,41,135
46525,50,1230,42,139
46526,50,1230,43,114
46527,50,1230,44,169
46528,50,1230,45,94
46529,50,1230,46,169
46530,50,1230,47,182
46531,50,1230,48,149
46532,50,1230,49,128
46533,50,1230,50,243
46534,50,1230,51,290
46535,50,1230,52,231
46536,50,1247,1,68
46537,50,1247,2,39
46538,50,1247,3,23
46539,50,1247,4,62
46540,50,1247,5,54
46541,50,1247,6,54
46542,50,1247,7,44
46543,50,1247,8,45
46544,50,1247,9,44
46545,50,1247,10,58
46546,50,1247,11,27
46547,50,1247,12,47
46548,50,1247,13,41
46549,50,1247,14,41
46550,50,1247,15,54
46551,50,1247,16,35
46552,50,1247,17,39
46553,50,1247,18,72
46554,50,1247,19,44
46555,50,1247,20,50
46556,50,1247,21,22
46557,50,1247,22,23
46558,50,1247,23,49
46559,50,1247,24,27
46560,50,1247,25,31
46561,50,1247,26,47
46562,50,1247,27,13
46563,50,1247,28,35
46564,50,1247,29,41
46565,50,1247,30,31
46566,50,1247,31,47
46567,50,1247,32,31
46568,50,1247,33,40
46569,50,1247,34,45
46570,50,1247,35,35
46571,50,1247,36,41
46572,50,1247,37,63
46573,50,1247,38,62
46574,50,1247,39,54
46575,50,1247,40,20
46576,50,1247,41,45
46577,50,1247,42,49
46578,50,1247,43,68
46579,50,1247,44,53
46580,50,1247,45,54
46581,50,1247,46,21
46582,50,1247,47,41
46583,50,1247,48,13
46584,50,1247,49,54
46585,50,1247,51,20
46586,50,1247,52,42
46587,50,1248,1,81
46588,50,1248,2,49
46589,50,1248,3,175
46590,50,1248,4,175
46591,50,1248,5,121
46592,50,1248,6,149
46593,50,1248,7,54
46594,50,1248,8,41
46595,50,1248,9,81
46596,50,1248,10,67
46597,50,1248,11,35
46598,50,1248,12,45
46599,50,1248,13,68
46600,50,1248,14,45
46601,50,1248,15,45
46602,50,1248,16,148
46603,50,1248,17,177
46604,50,1248,18,85
46605,50,1248,19,76
46606,50,1248,20,49
46607,50,1248,21,59
46608,50,1248,22,68
46609,50,1248,23,41
46610,50,1248,24,50
46611,50,1248,25,104
46612,50,1248,26,63
46613,50,1248,27,98
46614,50,1248,28,90
46615,50,1248,29,54
46616,50,1248,30,46
46617,50,1248,31,90
46618,50,1248,32,80
46619,50,1248,33,49
46620,50,1248,34,99
46621,50,1248,35,90
46622,50,1248,36,71
46623,50,1248,37,77
46624,50,1248,38,113
46625,50,1248,39,73
46626,50,1248,40,72
46627,50,1248,41,50
46628,50,1248,42,85
46629,50,1248,43,161
46630,50,1248,44,60
46631,50,1248,45,74
46632,50,1248,46,54
46633,50,1248,47,115
46634,50,1248,48,28
46635,50,1248,49,81
46636,50,1248,50,100
46637,50,1248,51,87
46638,50,1248,52,54
46639,50,1445,1,276
46640,50,1445,2,50
46641,50,1445,3,99
46642,50,1445,4,68
46643,50,1445,5,86
46644,50,1445,6,136
46645,50,1445,7,175
46646,50,1445,8,67
46647,50,1445,9,89
46648,50,1445,10,270
46649,50,1445,11,225
46650,50,1445,12,176
46651,50,1445,13,78
46652,50,1445,14,144
46653,50,1445,15,41
46654,50,1445,16,99
46655,50,1445,17,32
46656,50,1445,18,103
46657,50,1445,19,175
46658,50,1445,20,113
46659,50,1445,21,36
46660,50,1445,22,48
46661,50,1445,23,81
46662,50,1445,24,49
46663,50,1445,25,54
46664,50,1445,26,99
46665,50,1445,27,90
46666,50,1445,28,31
46667,50,1445,29,104
46668,50,1445,30,103
46669,50,1445,31,140
46670,50,1445,32,36
46671,50,1445,33,59
46672,50,1445,34,126
46673,50,1445,35,283
46674,50,1445,36,46
46675,50,1445,37,35
46676,50,1445,38,61
46677,50,1445,39,121
46678,50,1445,40,167
46679,50,1445,41,166
46680,50,1445,42,256
46681,50,1445,43,223
46682,50,1445,44,136
46683,50,1445,45,88
46684,50,1445,46,41
46685,50,1445,47,26
46686,50,1445,48,46
46687,50,1445,49,156
46688,50,1445,50,242
46689,50,1445,51,62
46690,50,1445,52,67
46691,50,1525,1,216
46692,50,1525,2,203
46693,50,1525,3,225
46694,50,1525,4,226
46695,50,1525,5,337
46696,50,1525,6,242
46697,50,1525,7,189
46698,50,1525,8,131
46699,50,1525,9,158
46700,50,1525,10,157
46701,50,1525,11,265
46702,50,1525,12,251
46703,50,1525,13,248
46704,50,1525,14,126
46705,50,1525,15,161
46706,50,1525,16,148
46707,50,1525,17,130
46708,50,1525,18,179
46709,50,1525,19,224
46710,50,1525,20,203
46711,50,1525,21,190
46712,50,1525,22,211
46713,50,1525,23,252
46714,50,1525,24,288
46715,50,1525,25,167
46716,50,1525,26,113
46717,50,1525,27,134
46718,50,1525,28,149
46719,50,1525,29,300
46720,50,1525,30,404
46721,50,1525,31,233
46722,50,1525,32,167
46723,50,1525,33,139
46724,50,1525,34,193
46725,50,1525,35,220
46726,50,1525,36,198
46727,50,1525,37,167
46728,50,1525,38,99
46729,50,1525,39,149
46730,50,1525,40,202
46731,50,1525,41,175
46732,50,1525,42,168
46733,50,1525,43,107
46734,50,1525,44,217
46735,50,1525,45,190
46736,50,1525,46,364
46737,50,1525,47,203
46738,50,1525,48,69
46739,50,1525,49,256
46740,50,1525,50,149
46741,50,1525,51,74
46742,50,1525,52,82
46743,50,1543,1,68
46744,50,1543,2,53
46745,50,1543,3,50
46746,50,1543,4,50
46747,50,1543,5,67
46748,50,1543,6,71
46749,50,1543,7,36
46750,50,1543,8,27
46751,50,1543,9,73
46752,50,1543,10,49
46753,50,1543,11,49
46754,50,1543,12,47
46755,50,1543,13,58
46756,50,1543,14,32
46757,50,1543,15,73
46758,50,1543,16,89
46759,50,1543,17,45
46760,50,1543,18,44
46761,50,1543,19,49
46762,50,1543,20,67
46763,50,1543,21,98
46764,50,1543,22,80
46765,50,1543,23,77
46766,50,1543,24,72
46767,50,1543,25,40
46768,50,1543,26,31
46769,50,1543,27,40
46770,50,1543,28,46
46771,50,1543,29,35
46772,50,1543,30,27
46773,50,1543,31,45
46774,50,1543,32,81
46775,50,1543,33,85
46776,50,1543,34,94
46777,50,1543,35,81
46778,50,1543,36,72
46779,50,1543,37,32
46780,50,1543,38,74
46781,50,1543,39,53
46782,50,1543,40,82
46783,50,1543,41,58
46784,50,1543,42,59
46785,50,1543,43,80
46786,50,1543,44,68
46787,50,1543,45,68
46788,50,1543,46,61
46789,50,1543,47,40
46790,50,1543,48,21
46791,50,1543,49,40
46792,50,1543,50,87
46793,50,1543,51,28
46794,50,1543,52,33
46795,50,1558,1,135
46796,50,1558,2,72
46797,50,1558,3,122
46798,50,1558,4,135
46799,50,1558,5,166
46800,50,1558,6,207
46801,50,1558,7,74
46802,50,1558,8,45
46803,50,1558,9,103
46804,50,1558,10,203
46805,50,1558,11,126
46806,50,1558,12,256
46807,50,1558,13,144
46808,50,1558,14,125
46809,50,1558,15,71
46810,50,1558,16,67
46811,50,1558,17,55
46812,50,1558,18,184
46813,50,1558,19,54
46814,50,1558,20,49
46815,50,1558,21,62
46816,50,1558,22,72
46817,50,1558,23,77
46818,50,1558,24,126
46819,50,1558,25,122
46820,50,1558,26,36
46821,50,1558,27,144
46822,50,1558,28,81
46823,50,1558,29,64
46824,50,1558,30,95
46825,50,1558,31,81
46826,50,1558,32,145
46827,50,1558,33,203
46828,50,1558,34,144
46829,50,1558,35,59
46830,50,1558,36,77
46831,50,1558,37,99
46832,50,1558,38,378
46833,50,1558,39,255
46834,50,1558,40,90
46835,50,1558,41,211
46836,50,1558,42,198
46837,50,1558,43,68
46838,50,1558,44,67
46839,50,1558,45,108
46840,50,1558,46,95
46841,50,1558,47,107
46842,50,1558,48,68
46843,50,1558,49,81
46844,50,1558,50,40
46845,50,1558,51,61
46846,50,1558,52,75
46847,50,1571,1,68
46848,50,1571,2,68
46849,50,1571,3,94
46850,50,1571,5,40
46851,50,1571,6,135
46852,50,1571,7,42
46853,50,1571,8,122
46854,50,1571,9,109
46855,50,1571,10,67
46856,50,1571,11,121
46857,50,1571,12,47
46858,50,1571,13,61
46859,50,1571,14,53
46860,50,1571,15,74
46861,50,1571,16,35
46862,50,1571,17,54
46863,50,1571,18,75
46864,50,1571,19,61
46865,50,1571,20,54
46866,50,1571,21,68
46867,50,1571,22,82
46868,50,1571,23,61
46869,50,1571,24,61
46870,50,1571,25,88
46871,50,1571,26,141
46872,50,1571,27,135
46873,50,1571,28,196
46874,50,1571,29,284
46875,50,1571,30,88
46876,50,1571,31,54
46877,50,1571,32,61
46878,50,1571,33,88
46879,50,1571,34,61
46880,50,1571,35,47
46881,50,1571,36,147
46882,50,1571,37,88
46883,50,1571,38,62
46884,50,1571,39,54
46885,50,1571,40,102
46886,50,1571,41,27
46887,50,1571,42,94
46888,50,1571,43,28
46889,50,1571,44,27
46890,50,1571,45,122
46891,50,1571,46,81
46892,50,1571,47,82
46893,50,1571,48,15
46894,50,1571,49,134
46895,50,1571,50,215
46896,50,1571,51,82
46897,50,1571,52,41
46898,50,1727,1,323
46899,50,1727,2,234
46900,50,1727,3,287
46901,50,1727,4,374
46902,50,1727,5,233
46903,50,1727,6,928
46904,50,1727,7,1094
46905,50,1727,8,715
46906,50,1727,9,388
46907,50,1727,10,283
46908,50,1727,11,284
46909,50,1727,12,351
46910,50,1727,13,333
46911,50,1727,14,356
46912,50,1727,15,319
46913,50,1727,16,400
46914,50,1727,17,379
46915,50,1727,18,279
46916,50,1727,19,328
46917,50,1727,20,275
46918,50,1727,21,337
46919,50,1727,22,311
46920,50,1727,23,306
46921,50,1727,24,346
46922,50,1727,25,319
46923,50,1727,26,1012
46924,50,1727,27,909
46925,50,1727,28,224
46926,50,1727,29,262
46927,50,1727,30,212
46928,50,1727,31,806
46929,50,1727,32,604
46930,50,1727,33,494
46931,50,1727,34,449
46932,50,1727,35,225
46933,50,1727,36,216
46934,50,1727,37,248
46935,50,1727,38,238
46936,50,1727,39,229
46937,50,1727,40,297
46938,50,1727,41,230
46939,50,1727,42,319
46940,50,1727,43,224
46941,50,1727,44,304
46942,50,1727,45,291
46943,50,1727,46,202
46944,50,1727,47,229
46945,50,1727,48,156
46946,50,1727,49,244
46947,50,1727,50,189
46948,50,1727,51,283
46949,50,1727,52,174
46950,50,1754,1,317
46951,50,1754,2,347
46952,50,1754,3,283
46953,50,1754,4,396
46954,50,1754,5,287
46955,50,1754,6,274
46956,50,1754,7,396
46957,50,1754,8,580
46958,50,1754,9,990
46959,50,1754,10,315
46960,50,1754,11,225
46961,50,1754,12,284
46962,50,1754,13,298
46963,50,1754,14,252
46964,50,1754,15,203
46965,50,1754,16,279
46966,50,1754,17,567
46967,50,1754,18,491
46968,50,1754,19,927
46969,50,1754,20,531
46970,50,1754,21,301
46971,50,1754,22,306
46972,50,1754,23,594
46973,50,1754,24,679
46974,50,1754,25,742
46975,50,1754,26,526
46976,50,1754,27,324
46977,50,1754,28,738
46978,50,1754,29,261
46979,50,1754,30,247
46980,50,1754,31,311
46981,50,1754,32,356
46982,50,1754,33,819
46983,50,1754,34,301
46984,50,1754,35,284
46985,50,1754,36,243
46986,50,1754,37,293
46987,50,1754,38,293
46988,50,1754,39,283
46989,50,1754,40,315
46990,50,1754,41,311
46991,50,1754,42,378
46992,50,1754,43,182
46993,50,1754,44,216
46994,50,1754,45,257
46995,50,1754,46,230
46996,50,1754,47,263
46997,50,1754,48,317
46998,50,1754,49,1437
46999,50,1754,50,298
47000,50,1754,51,385
47001,50,1754,52,285
47002,50,1770,1,28
47003,50,1770,2,41
47004,50,1770,3,53
47005,50,1770,4,14
47006,50,1770,5,47
47007,50,1770,6,54
47008,50,1770,7,27
47009,50,1770,8,28
47010,50,1770,9,20
